team,pts_1q,pts_2q,pts_3q,pts_4q,pts_ot1,pts_ot2,pts_total,adversary,pts_adv_1q,pts_adv_2q,pts_adv_3q,pts_adv_4q,pts_ot1.1,pts_ot2.1,pts_adv_total,1q_winner,2q_winner,3q_winner,4q_winner,match_winner,home_away,month_day,year
WAS,31,26,34,30,0,0,121, PHI,25,26,39,21,0,0,111, WAS, PHI, PHI, WAS, WAS, away,  November 2,2022
PHI,25,26,39,21,0,0,111, WAS,31,26,34,30,0,0,121, WAS, PHI, PHI, WAS, WAS, home,  November 2,2022
BOS,27,29,20,31,6,0,113, CLE,35,15,33,24,7,0,114, CLE, BOS, CLE, BOS, CLE, away,  November 2,2022
CLE,35,15,33,24,7,0,114, BOS,27,29,20,31,6,0,113, CLE, BOS, CLE, BOS, CLE, home,  November 2,2022
SAC,32,19,25,31,0,0,107, MIA,33,20,24,33,0,0,110, MIA, MIA, SAC, MIA, MIA, away,  November 2,2022
MIA,33,20,24,33,0,0,110, SAC,32,19,25,31,0,0,107, MIA, MIA, SAC, MIA, MIA, home,  November 2,2022
ATL,21,36,32,23,0,0,112, NYK,32,33,10,24,0,0,99, NYK, ATL, ATL, NYK, ATL, away,  November 2,2022
NYK,32,33,10,24,0,0,99, ATL,21,36,32,23,0,0,112, NYK, ATL, ATL, NYK, ATL, home,  November 2,2022
CHO,26,26,18,18,0,0,88, CHI,27,34,23,22,0,0,106, CHI, CHI, CHI, CHI, CHI, away,  November 2,2022
CHI,27,34,23,22,0,0,106, CHO,26,26,18,18,0,0,88, CHI, CHI, CHI, CHI, CHI, home,  November 2,2022
LAC,34,22,30,23,0,0,109, HOU,24,29,26,22,0,0,101, LAC, HOU, LAC, LAC, LAC, away,  November 2,2022
HOU,24,29,26,22,0,0,101, LAC,34,22,30,23,0,0,109, LAC, HOU, LAC, LAC, LAC, home,  November 2,2022
DET,26,21,21,23,0,0,91, MIL,31,25,29,31,0,0,116, MIL, MIL, MIL, MIL, MIL, away,  November 2,2022
MIL,31,25,29,31,0,0,116, DET,26,21,21,23,0,0,91, MIL, MIL, MIL, MIL, MIL, home,  November 2,2022
TOR,32,32,40,39,0,0,143, SAS,31,18,21,30,0,0,100, TOR, TOR, TOR, TOR, TOR, away,  November 2,2022
SAS,31,18,21,30,0,0,100, TOR,32,32,40,39,0,0,143, TOR, TOR, TOR, TOR, TOR, home,  November 2,2022
UTA,35,15,28,22,0,0,100, DAL,23,24,27,29,0,0,103, UTA, DAL, UTA, DAL, DAL, away,  November 2,2022
DAL,23,24,27,29,0,0,103, UTA,35,15,28,22,0,0,100, UTA, DAL, UTA, DAL, DAL, home,  November 2,2022
MEM,30,22,26,33,0,0,111, POR,23,22,27,34,0,0,106, MEM, POR, POR, POR, MEM, away,  November 2,2022
POR,23,22,27,34,0,0,106, MEM,30,22,26,33,0,0,111, MEM, POR, POR, POR, MEM, home,  November 2,2022
NOP,27,17,35,32,6,0,117, LAL,23,33,26,29,9,0,120, NOP, LAL, NOP, NOP, LAL, away,  November 2,2022
LAL,23,33,26,29,9,0,120, NOP,27,17,35,32,6,0,117, NOP, LAL, NOP, NOP, LAL, home,  November 2,2022
GSW,30,35,33,31,0,0,129, ORL,30,23,43,34,0,0,130, ORL, GSW, ORL, ORL, ORL, away,  November 3,2022
ORL,30,23,43,34,0,0,130, GSW,30,35,33,31,0,0,129, ORL, GSW, ORL, ORL, ORL, home,  November 3,2022
DEN,42,29,22,29,0,0,122, OKC,29,28,38,15,0,0,110, DEN, DEN, OKC, DEN, DEN, away,  November 3,2022
OKC,29,28,38,15,0,0,110, DEN,42,29,22,29,0,0,122, DEN, DEN, OKC, DEN, DEN, home,  November 3,2022
CLE,24,33,33,22,0,0,112, DET,21,18,29,20,0,0,88, CLE, CLE, CLE, CLE, CLE, away,  November 4,2022
DET,21,18,29,20,0,0,88, CLE,24,33,33,22,0,0,112, CLE, CLE, CLE, CLE, CLE, home,  November 4,2022
MIA,29,21,27,22,0,0,99, IND,28,34,18,21,0,0,101, MIA, IND, MIA, MIA, IND, away,  November 4,2022
IND,28,34,18,21,0,0,101, MIA,29,21,27,22,0,0,99, MIA, IND, MIA, MIA, IND, home,  November 4,2022
NYK,21,37,16,32,0,0,106, PHI,22,31,30,21,0,0,104, PHI, NYK, PHI, NYK, NYK, away,  November 4,2022
PHI,22,31,30,21,0,0,104, NYK,21,37,16,32,0,0,106, PHI, NYK, PHI, NYK, NYK, home,  November 4,2022
BRK,38,31,27,32,0,0,128, WAS,28,29,13,16,0,0,86, BRK, BRK, BRK, BRK, BRK, away,  November 4,2022
WAS,28,29,13,16,0,0,86, BRK,38,31,27,32,0,0,128, BRK, BRK, BRK, BRK, BRK, home,  November 4,2022
CHI,31,26,30,32,0,0,119, BOS,26,37,30,30,0,0,123, CHI, BOS, BOS, CHI, BOS, away,  November 4,2022
BOS,26,37,30,30,0,0,123, CHI,31,26,30,32,0,0,119, CHI, BOS, BOS, CHI, BOS, home,  November 4,2022
CHO,24,23,22,30,0,0,99, MEM,41,30,33,26,0,0,130, MEM, MEM, MEM, CHO, MEM, away,  November 4,2022
MEM,41,30,33,26,0,0,130, CHO,24,23,22,30,0,0,99, MEM, MEM, MEM, CHO, MEM, home,  November 4,2022
LAC,28,26,28,31,0,0,113, SAS,18,40,28,20,0,0,106, LAC, SAS, SAS, LAC, LAC, away,  November 4,2022
SAS,18,40,28,20,0,0,106, LAC,28,26,28,31,0,0,113, LAC, SAS, SAS, LAC, LAC, home,  November 4,2022
TOR,29,28,24,29,0,0,110, DAL,31,31,34,15,0,0,111, DAL, DAL, DAL, TOR, DAL, away,  November 4,2022
DAL,31,31,34,15,0,0,111, TOR,29,28,24,29,0,0,110, DAL, DAL, DAL, TOR, DAL, home,  November 4,2022
GSW,27,27,25,26,0,0,105, NOP,26,35,27,26,0,0,114, GSW, NOP, NOP, NOP, NOP, away,  November 4,2022
NOP,26,35,27,26,0,0,114, GSW,27,27,25,26,0,0,105, GSW, NOP, NOP, NOP, NOP, home,  November 4,2022
MIL,34,27,34,20,0,0,115, MIN,26,28,30,18,0,0,102, MIL, MIN, MIL, MIL, MIL, away,  November 4,2022
MIN,26,28,30,18,0,0,102, MIL,34,27,34,20,0,0,115, MIL, MIN, MIL, MIL, MIL, home,  November 4,2022
POR,25,34,27,22,0,0,108, PHO,28,21,31,26,0,0,106, PHO, POR, PHO, PHO, POR, away,  November 4,2022
PHO,28,21,31,26,0,0,106, POR,25,34,27,22,0,0,108, PHO, POR, PHO, PHO, POR, home,  November 4,2022
UTA,40,35,25,30,0,0,130, LAL,34,28,33,21,0,0,116, UTA, UTA, LAL, UTA, UTA, away,  November 4,2022
LAL,34,28,33,21,0,0,116, UTA,40,35,25,30,0,0,130, UTA, UTA, LAL, UTA, UTA, home,  November 4,2022
SAC,25,22,36,23,20,0,126, ORL,33,32,12,29,17,0,123, ORL, ORL, SAC, ORL, SAC, away,  November 5,2022
ORL,33,32,12,29,17,0,123, SAC,25,22,36,23,20,0,126, ORL, ORL, SAC, ORL, SAC, home,  November 5,2022
BRK,30,22,17,29,0,0,98, CHO,21,23,26,24,0,0,94, BRK, CHO, CHO, BRK, BRK, away,  November 5,2022
CHO,21,23,26,24,0,0,94, BRK,30,22,17,29,0,0,98, BRK, CHO, CHO, BRK, BRK, home,  November 5,2022
NOP,28,24,33,24,12,0,121, ATL,29,31,28,21,15,0,124, ATL, ATL, NOP, NOP, ATL, away,  November 5,2022
ATL,29,31,28,21,15,0,124, NOP,28,24,33,24,12,0,121, ATL, ATL, NOP, NOP, ATL, home,  November 5,2022
BOS,32,35,34,32,0,0,133, NYK,29,37,30,22,0,0,118, BOS, NYK, BOS, BOS, BOS, away,  November 5,2022
NYK,29,37,30,22,0,0,118, BOS,32,35,34,32,0,0,133, BOS, NYK, BOS, BOS, BOS, home,  November 5,2022
OKC,34,19,25,16,0,0,94, MIL,34,33,26,15,0,0,108, MIL, MIL, MIL, OKC, MIL, away,  November 5,2022
MIL,34,33,26,15,0,0,108, OKC,34,19,25,16,0,0,94, MIL, MIL, MIL, OKC, MIL, home,  November 5,2022
HOU,34,15,34,34,0,0,117, MIN,40,28,35,26,0,0,129, MIN, MIN, MIN, HOU, MIN, away,  November 5,2022
MIN,40,28,35,26,0,0,129, HOU,34,15,34,34,0,0,117, MIN, MIN, MIN, HOU, MIN, home,  November 5,2022
SAS,27,24,25,25,0,0,101, DEN,40,30,29,27,0,0,126, DEN, DEN, DEN, DEN, DEN, away,  November 5,2022
DEN,40,30,29,27,0,0,126, SAS,27,24,25,25,0,0,101, DEN, DEN, DEN, DEN, DEN, home,  November 5,2022
POR,26,14,21,21,0,0,82, PHO,35,26,23,18,0,0,102, PHO, PHO, PHO, POR, PHO, away,  November 5,2022
PHO,35,26,23,18,0,0,102, POR,26,14,21,21,0,0,82, PHO, PHO, PHO, POR, PHO, home,  November 5,2022
CLE,30,28,29,27,0,0,114, LAL,36,28,16,20,0,0,100, LAL, LAL, CLE, CLE, CLE, away,  November 6,2022
LAL,36,28,16,20,0,0,100, CLE,30,28,29,27,0,0,114, LAL, LAL, CLE, CLE, CLE, home,  November 6,2022
WAS,25,18,31,23,0,0,97, MEM,24,33,24,22,0,0,103, WAS, MEM, WAS, WAS, MEM, away,  November 6,2022
MEM,24,33,24,22,0,0,103, WAS,25,18,31,23,0,0,97, WAS, MEM, WAS, WAS, MEM, home,  November 6,2022
CHI,30,19,33,22,0,0,104, TOR,21,34,28,30,0,0,113, CHI, TOR, CHI, TOR, TOR, away,  November 6,2022
TOR,21,34,28,30,0,0,113, CHI,30,19,33,22,0,0,104, CHI, TOR, CHI, TOR, TOR, home,  November 6,2022
UTA,29,34,21,26,0,0,110, LAC,29,27,29,17,0,0,102, LAC, UTA, LAC, UTA, UTA, away,  November 6,2022
LAC,29,27,29,17,0,0,102, UTA,29,34,21,26,0,0,110, LAC, UTA, LAC, UTA, UTA, home,  November 6,2022
WAS,26,20,30,32,0,0,108, CHO,18,30,24,28,0,0,100, WAS, CHO, WAS, WAS, WAS, away,  November 7,2022
CHO,18,30,24,28,0,0,100, WAS,26,20,30,32,0,0,108, WAS, CHO, WAS, WAS, WAS, home,  November 7,2022
HOU,33,38,29,34,0,0,134, ORL,30,35,23,39,0,0,127, HOU, HOU, HOU, ORL, HOU, away,  November 7,2022
ORL,30,35,23,39,0,0,127, HOU,33,38,29,34,0,0,134, HOU, HOU, HOU, ORL, HOU, home,  November 7,2022
OKC,33,30,22,18,0,0,103, DET,28,20,36,28,0,0,112, OKC, OKC, DET, DET, DET, away,  November 7,2022
DET,28,20,36,28,0,0,112, OKC,33,30,22,18,0,0,103, OKC, OKC, DET, DET, DET, home,  November 7,2022
NOP,30,25,36,31,0,0,122, IND,32,26,42,29,0,0,129, IND, IND, IND, NOP, IND, away,  November 7,2022
IND,32,26,42,29,0,0,129, NOP,30,25,36,31,0,0,122, IND, IND, IND, NOP, IND, home,  November 7,2022
PHO,20,27,23,18,0,0,88, PHI,33,23,19,25,0,0,100, PHI, PHO, PHO, PHI, PHI, away,  November 7,2022
PHI,33,23,19,25,0,0,100, PHO,20,27,23,18,0,0,88, PHI, PHO, PHO, PHI, PHI, home,  November 7,2022
MIL,36,22,22,18,0,0,98, ATL,25,27,37,28,0,0,117, MIL, ATL, ATL, ATL, ATL, away,  November 7,2022
ATL,25,27,37,28,0,0,117, MIL,36,22,22,18,0,0,98, MIL, ATL, ATL, ATL, ATL, home,  November 7,2022
POR,28,25,20,37,0,0,110, MIA,28,32,21,26,0,0,107, MIA, MIA, MIA, POR, POR, away,  November 7,2022
MIA,28,32,21,26,0,0,107, POR,28,25,20,37,0,0,110, MIA, MIA, MIA, POR, POR, home,  November 7,2022
TOR,27,26,17,27,0,0,97, CHI,30,28,28,25,0,0,111, CHI, CHI, CHI, TOR, CHI, away,  November 7,2022
CHI,30,28,28,25,0,0,111, TOR,27,26,17,27,0,0,97, CHI, CHI, CHI, TOR, CHI, home,  November 7,2022
BOS,28,37,19,25,0,0,109, MEM,34,20,31,21,0,0,106, MEM, BOS, MEM, BOS, BOS, away,  November 7,2022
MEM,34,20,31,21,0,0,106, BOS,28,37,19,25,0,0,109, MEM, BOS, MEM, BOS, BOS, home,  November 7,2022
NYK,38,38,27,17,0,0,120, MIN,29,23,28,27,0,0,107, NYK, NYK, MIN, MIN, NYK, away,  November 7,2022
MIN,29,23,28,27,0,0,107, NYK,38,38,27,17,0,0,120, NYK, NYK, MIN, MIN, NYK, home,  November 7,2022
DEN,28,37,29,21,0,0,115, SAS,28,34,27,20,0,0,109, SAS, DEN, DEN, DEN, DEN, away,  November 7,2022
SAS,28,34,27,20,0,0,109, DEN,28,37,29,21,0,0,115, SAS, DEN, DEN, DEN, DEN, home,  November 7,2022
BRK,34,16,23,21,0,0,94, DAL,29,24,19,24,0,0,96, BRK, DAL, BRK, DAL, DAL, away,  November 7,2022
DAL,29,24,19,24,0,0,96, BRK,34,16,23,21,0,0,94, BRK, DAL, BRK, DAL, DAL, home,  November 7,2022
SAC,31,36,21,25,0,0,113, GSW,29,26,24,37,0,0,116, SAC, SAC, GSW, GSW, GSW, away,  November 7,2022
GSW,29,26,24,37,0,0,116, SAC,31,36,21,25,0,0,113, SAC, SAC, GSW, GSW, GSW, home,  November 7,2022
LAL,34,37,27,18,0,0,116, UTA,42,34,39,24,0,0,139, UTA, LAL, UTA, UTA, UTA, away,  November 7,2022
UTA,42,34,39,24,0,0,139, LAL,34,37,27,18,0,0,116, UTA, LAL, UTA, UTA, UTA, home,  November 7,2022
CLE,37,27,23,30,0,0,117, LAC,31,33,24,31,0,0,119, CLE, LAC, LAC, LAC, LAC, away,  November 7,2022
LAC,31,33,24,31,0,0,119, CLE,37,27,23,30,0,0,117, CLE, LAC, LAC, LAC, LAC, home,  November 7,2022
DAL,28,26,20,13,0,0,87, ORL,24,26,23,21,0,0,94, DAL, ORL, ORL, ORL, ORL, away,  November 9,2022
ORL,24,26,23,21,0,0,94, DAL,28,26,20,13,0,0,87, DAL, ORL, ORL, ORL, ORL, home,  November 9,2022
POR,25,33,28,19,0,0,105, CHO,30,23,26,16,0,0,95, CHO, POR, POR, POR, POR, away,  November 9,2022
CHO,30,23,26,16,0,0,95, POR,25,33,28,19,0,0,105, CHO, POR, POR, POR, POR, home,  November 9,2022
DEN,35,21,33,33,0,0,122, IND,27,43,25,24,0,0,119, DEN, IND, DEN, DEN, DEN, away,  November 9,2022
IND,27,43,25,24,0,0,119, DEN,35,21,33,33,0,0,122, DEN, IND, DEN, DEN, DEN, home,  November 9,2022
UTA,26,37,22,40,0,0,125, ATL,22,32,36,29,0,0,119, UTA, UTA, ATL, UTA, UTA, away,  November 9,2022
ATL,22,32,36,29,0,0,119, UTA,26,37,22,40,0,0,125, UTA, UTA, ATL, UTA, UTA, home,  November 9,2022
DET,21,28,30,33,0,0,112, BOS,29,34,32,33,0,0,128, BOS, BOS, BOS, BOS, BOS, away,  November 9,2022
BOS,29,34,32,33,0,0,128, DET,21,28,30,33,0,0,112, BOS, BOS, BOS, BOS, BOS, home,  November 9,2022
NYK,22,22,27,14,0,0,85, BRK,38,31,23,20,0,0,112, BRK, BRK, NYK, BRK, BRK, away,  November 9,2022
BRK,38,31,23,20,0,0,112, NYK,22,22,27,14,0,0,85, BRK, BRK, NYK, BRK, BRK, home,  November 9,2022
HOU,37,17,28,27,0,0,109, TOR,29,28,29,30,0,0,116, HOU, TOR, TOR, TOR, TOR, away,  November 9,2022
TOR,29,28,29,30,0,0,116, HOU,37,17,28,27,0,0,109, HOU, TOR, TOR, TOR, TOR, home,  November 9,2022
NOP,22,30,27,36,0,0,115, CHI,22,28,32,29,0,0,111, CHI, NOP, CHI, NOP, NOP, away,  November 9,2022
CHI,22,28,32,29,0,0,111, NOP,22,30,27,36,0,0,115, CHI, NOP, CHI, NOP, NOP, home,  November 9,2022
PHO,39,30,35,25,0,0,129, MIN,25,26,31,35,0,0,117, PHO, PHO, PHO, MIN, PHO, away,  November 9,2022
MIN,25,26,31,35,0,0,117, PHO,39,30,35,25,0,0,129, PHO, PHO, PHO, MIN, PHO, home,  November 9,2022
MIL,27,28,29,35,7,10,136, OKC,27,28,32,32,7,6,132, OKC, OKC, OKC, MIL, MIL, away,  November 9,2022
OKC,27,28,32,32,7,6,132, MIL,27,28,29,35,7,10,136, OKC, OKC, OKC, MIL, MIL, home,  November 9,2022
MEM,38,28,23,23,12,0,124, SAS,32,27,35,18,10,0,122, MEM, MEM, SAS, MEM, MEM, away,  November 9,2022
SAS,32,27,35,18,10,0,122, MEM,38,28,23,23,12,0,124, MEM, MEM, SAS, MEM, MEM, home,  November 9,2022
LAL,21,31,23,26,0,0,101, LAC,38,16,33,27,0,0,114, LAC, LAL, LAC, LAC, LAC, away,  November 9,2022
LAC,38,16,33,27,0,0,114, LAL,21,31,23,26,0,0,101, LAC, LAL, LAC, LAC, LAC, home,  November 9,2022
CLE,29,29,35,27,0,0,120, SAC,34,35,28,30,0,0,127, SAC, SAC, CLE, SAC, SAC, away,  November 9,2022
SAC,34,35,28,30,0,0,127, CLE,29,29,35,27,0,0,120, SAC, SAC, CLE, SAC, SAC, home,  November 9,2022
DAL,34,27,22,22,0,0,105, WAS,28,30,29,26,0,0,113, DAL, WAS, WAS, WAS, WAS, away,  November 10,2022
WAS,28,30,29,26,0,0,113, DAL,34,27,22,22,0,0,105, DAL, WAS, WAS, WAS, WAS, home,  November 10,2022
PHI,20,22,24,29,0,0,95, ATL,29,17,34,24,0,0,104, ATL, PHI, ATL, PHI, ATL, away,  November 10,2022
ATL,29,17,34,24,0,0,104, PHI,20,22,24,29,0,0,95, ATL, PHI, ATL, PHI, ATL, home,  November 10,2022
CHO,27,23,23,31,8,0,112, MIA,32,26,27,19,13,0,117, MIA, MIA, MIA, CHO, MIA, away,  November 10,2022
MIA,32,26,27,19,13,0,117, CHO,27,23,23,31,8,0,112, MIA, MIA, MIA, CHO, MIA, home,  November 10,2022
POR,27,24,27,28,0,0,106, NOP,27,30,17,21,0,0,95, NOP, NOP, POR, POR, POR, away,  November 10,2022
NOP,27,30,17,21,0,0,95, POR,27,24,27,28,0,0,106, NOP, NOP, POR, POR, POR, home,  November 10,2022
DEN,25,32,34,21,0,0,112, BOS,33,33,31,34,0,0,131, BOS, BOS, DEN, BOS, BOS, away,  November 11,2022
BOS,33,33,31,34,0,0,131, DEN,25,32,34,21,0,0,112, BOS, BOS, DEN, BOS, BOS, home,  November 11,2022
PHO,23,29,22,23,0,0,97, ORL,30,28,29,27,0,0,114, ORL, PHO, ORL, ORL, ORL, away,  November 11,2022
ORL,30,28,29,27,0,0,114, PHO,23,29,22,23,0,0,97, ORL, PHO, ORL, ORL, ORL, home,  November 11,2022
DET,26,32,22,32,0,0,112, NYK,30,38,26,27,0,0,121, NYK, NYK, NYK, DET, NYK, away,  November 11,2022
NYK,30,38,26,27,0,0,121, DET,26,32,22,32,0,0,112, NYK, NYK, NYK, DET, NYK, home,  November 11,2022
TOR,24,32,29,28,0,0,113, OKC,29,41,36,26,0,0,132, OKC, OKC, OKC, TOR, OKC, away,  November 11,2022
OKC,29,41,36,26,0,0,132, TOR,24,32,29,28,0,0,113, OKC, OKC, OKC, TOR, OKC, home,  November 11,2022
MIL,27,19,30,17,0,0,93, SAS,31,23,29,28,0,0,111, SAS, SAS, MIL, SAS, SAS, away,  November 11,2022
SAS,31,23,29,28,0,0,111, MIL,27,19,30,17,0,0,93, SAS, SAS, MIL, SAS, SAS, home,  November 11,2022
MIN,30,33,21,19,0,0,103, MEM,33,39,24,18,0,0,114, MEM, MEM, MEM, MIN, MEM, away,  November 11,2022
MEM,33,39,24,18,0,0,114, MIN,30,33,21,19,0,0,103, MEM, MEM, MEM, MIN, MEM, home,  November 11,2022
CLE,25,27,25,24,0,0,101, GSW,25,23,26,32,0,0,106, GSW, CLE, GSW, GSW, GSW, away,  November 11,2022
GSW,25,23,26,32,0,0,106, CLE,25,27,25,24,0,0,101, GSW, CLE, GSW, GSW, GSW, home,  November 11,2022
SAC,23,33,31,33,0,0,120, LAL,23,37,28,26,0,0,114, LAL, LAL, SAC, SAC, SAC, away,  November 11,2022
LAL,23,37,28,26,0,0,114, SAC,23,33,31,33,0,0,120, LAL, LAL, SAC, SAC, SAC, home,  November 11,2022
BRK,24,30,21,35,0,0,110, LAC,19,31,21,24,0,0,95, BRK, LAC, LAC, BRK, BRK, away,  November 12,2022
LAC,19,31,21,24,0,0,95, BRK,24,30,21,35,0,0,110, BRK, LAC, LAC, BRK, BRK, home,  November 12,2022
UTA,30,25,29,28,0,0,112, WAS,28,33,31,29,0,0,121, UTA, WAS, WAS, WAS, WAS, away,  November 12,2022
WAS,28,33,31,29,0,0,121, UTA,30,25,29,28,0,0,112, UTA, WAS, WAS, WAS, WAS, home,  November 12,2022
BOS,30,25,34,28,0,0,117, DET,29,28,24,27,0,0,108, BOS, DET, BOS, BOS, BOS, away,  November 12,2022
DET,29,28,24,27,0,0,108, BOS,30,25,34,28,0,0,117, BOS, DET, BOS, BOS, BOS, home,  November 12,2022
TOR,26,39,25,14,0,0,104, IND,28,24,30,36,0,0,118, IND, TOR, IND, IND, IND, away,  November 12,2022
IND,28,24,30,36,0,0,118, TOR,26,39,25,14,0,0,104, IND, TOR, IND, IND, IND, home,  November 12,2022
ATL,24,27,33,25,0,0,109, PHI,37,30,32,22,0,0,121, PHI, PHI, ATL, ATL, PHI, away,  November 12,2022
PHI,37,30,32,22,0,0,121, ATL,24,27,33,25,0,0,109, PHI, PHI, ATL, ATL, PHI, home,  November 12,2022
CHO,33,26,25,31,0,0,115, MIA,34,23,45,30,0,0,132, MIA, CHO, MIA, CHO, MIA, away,  November 12,2022
MIA,34,23,45,30,0,0,132, CHO,33,26,25,31,0,0,115, MIA, CHO, MIA, CHO, MIA, home,  November 12,2022
POR,25,32,31,24,0,0,112, DAL,35,24,26,32,0,0,117, DAL, POR, POR, DAL, DAL, away,  November 12,2022
DAL,35,24,26,32,0,0,117, POR,25,32,31,24,0,0,112, DAL, POR, POR, DAL, DAL, home,  November 12,2022
HOU,26,24,37,19,0,0,106, NOP,34,29,23,33,0,0,119, NOP, NOP, HOU, NOP, NOP, away,  November 12,2022
NOP,34,29,23,33,0,0,119, HOU,26,24,37,19,0,0,106, NOP, NOP, HOU, NOP, NOP, home,  November 12,2022
OKC,36,43,43,23,0,0,145, NYK,48,25,33,29,0,0,135, NYK, OKC, OKC, NYK, OKC, away,  November 13,2022
NYK,48,25,33,29,0,0,135, OKC,36,43,43,23,0,0,145, NYK, OKC, OKC, NYK, OKC, home,  November 13,2022
MIN,40,27,37,25,0,0,129, CLE,20,30,34,40,0,0,124, MIN, CLE, MIN, CLE, MIN, away,  November 13,2022
CLE,20,30,34,40,0,0,124, MIN,40,27,37,25,0,0,129, MIN, CLE, MIN, CLE, MIN, home,  November 13,2022
MEM,19,32,23,18,0,0,92, WAS,23,32,27,20,0,0,102, WAS, WAS, WAS, WAS, WAS, away,  November 13,2022
WAS,23,32,27,20,0,0,102, MEM,19,32,23,18,0,0,92, WAS, WAS, WAS, WAS, WAS, home,  November 13,2022
UTA,30,27,21,20,0,0,98, PHI,26,25,27,27,0,0,105, UTA, UTA, PHI, PHI, PHI, away,  November 13,2022
PHI,26,25,27,27,0,0,105, UTA,30,27,21,20,0,0,98, UTA, UTA, PHI, PHI, PHI, home,  November 13,2022
DEN,32,30,35,29,0,0,126, CHI,20,27,29,27,0,0,103, DEN, DEN, DEN, DEN, DEN, away,  November 13,2022
CHI,20,27,29,27,0,0,103, DEN,32,30,35,29,0,0,126, DEN, DEN, DEN, DEN, DEN, home,  November 13,2022
GSW,39,23,29,24,0,0,115, SAC,26,38,34,24,0,0,122, GSW, SAC, SAC, SAC, SAC, away,  November 13,2022
SAC,26,38,34,24,0,0,122, GSW,39,23,29,24,0,0,115, GSW, SAC, SAC, SAC, SAC, home,  November 13,2022
BRK,22,24,31,26,0,0,103, LAL,26,29,25,36,0,0,116, LAL, LAL, BRK, LAL, LAL, away,  November 13,2022
LAL,26,29,25,36,0,0,116, BRK,22,24,31,26,0,0,103, LAL, LAL, BRK, LAL, LAL, home,  November 13,2022
TOR,27,31,30,27,0,0,115, DET,23,28,26,34,0,0,111, TOR, TOR, TOR, DET, TOR, away,  November 14,2022
DET,23,28,26,34,0,0,111, TOR,27,31,30,27,0,0,115, TOR, TOR, TOR, DET, TOR, home,  November 14,2022
CHO,31,27,26,28,0,0,112, ORL,23,22,24,36,0,0,105, CHO, CHO, CHO, ORL, CHO, away,  November 14,2022
ORL,23,22,24,36,0,0,105, CHO,31,27,26,28,0,0,112, CHO, CHO, CHO, ORL, CHO, home,  November 14,2022
OKC,35,34,27,26,0,0,122, BOS,32,30,27,37,0,0,126, OKC, OKC, BOS, BOS, BOS, away,  November 14,2022
BOS,32,30,27,37,0,0,126, OKC,35,34,27,26,0,0,122, OKC, OKC, BOS, BOS, BOS, home,  November 14,2022
PHO,31,26,34,21,0,0,112, MIA,35,23,26,29,0,0,113, MIA, PHO, PHO, MIA, MIA, away,  November 14,2022
MIA,35,23,26,29,0,0,113, PHO,31,26,34,21,0,0,112, MIA, PHO, PHO, MIA, MIA, home,  November 14,2022
LAC,31,27,31,33,0,0,122, HOU,23,23,32,28,0,0,106, LAC, LAC, HOU, LAC, LAC, away,  November 14,2022
HOU,23,23,32,28,0,0,106, LAC,31,27,31,33,0,0,122, LAC, LAC, HOU, LAC, LAC, home,  November 14,2022
ATL,29,34,31,27,0,0,121, MIL,24,26,30,26,0,0,106, ATL, ATL, ATL, ATL, ATL, away,  November 14,2022
MIL,24,26,30,26,0,0,106, ATL,29,34,31,27,0,0,121, ATL, ATL, ATL, ATL, ATL, home,  November 14,2022
SAS,26,19,23,27,0,0,95, GSW,33,28,38,33,0,0,132, GSW, GSW, GSW, GSW, GSW, away,  November 14,2022
GSW,33,28,38,33,0,0,132, SAS,26,19,23,27,0,0,95, GSW, GSW, GSW, GSW, GSW, home,  November 14,2022
MEM,35,25,27,15,0,0,102, NOP,32,27,30,24,0,0,113, MEM, NOP, NOP, NOP, NOP, away,  November 15,2022
NOP,32,27,30,24,0,0,113, MEM,35,25,27,15,0,0,102, MEM, NOP, NOP, NOP, NOP, home,  November 15,2022
LAC,15,17,33,36,0,0,101, DAL,30,24,15,34,0,0,103, DAL, DAL, LAC, LAC, DAL, away,  November 15,2022
DAL,30,24,15,34,0,0,103, LAC,15,17,33,36,0,0,101, DAL, DAL, LAC, LAC, DAL, home,  November 15,2022
NYK,23,38,22,35,0,0,118, UTA,27,31,27,26,0,0,111, UTA, NYK, UTA, NYK, NYK, away,  November 15,2022
UTA,27,31,27,26,0,0,111, NYK,23,38,22,35,0,0,118, UTA, NYK, UTA, NYK, NYK, home,  November 15,2022
SAS,29,27,33,21,0,0,110, POR,30,32,31,24,0,0,117, POR, POR, SAS, POR, POR, away,  November 15,2022
POR,30,32,31,24,0,0,117, SAS,29,27,33,21,0,0,110, POR, POR, SAS, POR, POR, home,  November 15,2022
BRK,30,24,28,39,0,0,121, SAC,36,37,42,38,0,0,153, SAC, SAC, SAC, BRK, SAC, away,  November 15,2022
SAC,36,37,42,38,0,0,153, BRK,30,24,28,39,0,0,121, SAC, SAC, SAC, BRK, SAC, home,  November 15,2022
IND,27,33,30,35,0,0,125, CHO,27,36,27,23,0,0,113, CHO, CHO, IND, IND, IND, away,  November 16,2022
CHO,27,36,27,23,0,0,113, IND,27,33,30,35,0,0,125, CHO, CHO, IND, IND, IND, home,  November 16,2022
MIN,42,32,24,28,0,0,126, ORL,24,25,31,28,0,0,108, MIN, MIN, ORL, ORL, MIN, away,  November 16,2022
